"case_submitter_id","sample_type_code","sample_barcode","aliquot_barcode","sample","qc_flag","qc_dnu","qc_center_failed","qc_low_coverage","qc_high_mitochondrial","annotation_categories","annotation_notes","consensusOV_subtype","konecny_subtype","helland_subtype","verhaak_subtype","bentink_subtype"
"TCGA-24-1845","01","TCGA-24-1845-01A","TCGA-24-1845-01A-01R-1567-13","793b24af-b8e0-4ecd-a07a-5710a4cb67bc.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-24-1923","01","TCGA-24-1923-01A","TCGA-24-1923-01A-01R-1567-13","6f9bb9a5-b2d8-42c1-94fc-05eb778c1f0d.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","MES_consensus","C3_profL","C5","DIF","nonAngiogenic"
"TCGA-24-2280","01","TCGA-24-2280-01A","TCGA-24-2280-01A-01R-1568-13","37cd0a64-830c-417b-8df6-71408fa87ecd.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU; Prior malignancy","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; [intgen.org]: Prior Malignancy","MES_consensus","C4_mescL","C1","MES","Angiogenic"
"TCGA-25-1877","01","TCGA-25-1877-01A","TCGA-25-1877-01A-01R-1567-13","5a59c958-9d85-4f7b-88ec-4a15a81dae28.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH rRNA CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-29-1705","02","TCGA-29-1705-02A","TCGA-29-1705-02A-01R-1567-13","807a3beb-0dfc-42b6-9995-1c93b73ce349.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Item is noncanonical; Center QC failed; Item flagged DNU; Item in special subset","Ovary Triplet; RNA-seq:HIGH rRNA CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; This is part of the ovarian triplet set.","MES_consensus","C4_mescL","C1","MES","nonAngiogenic"
"TCGA-29-1707","02","TCGA-29-1707-02A","TCGA-29-1707-02A-01R-1567-13","299f99cd-e2df-4266-a488-4f8f48aa68d9.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,TRUE,"Center QC failed; Item flagged DNU; Item is noncanonical; Item in special subset","RNA-seq:HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; Ovary Triplet; This is part of the ovarian triplet set.","IMR_consensus","C2_diffL","C2","DIF","nonAngiogenic"
"TCGA-29-1768","01","TCGA-29-1768-01A","TCGA-29-1768-01A-01R-1567-13","36e1390b-65ee-499f-8247-df984c24547f.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","MES_consensus","C4_mescL","C1","MES","Angiogenic"
"TCGA-29-1769","01","TCGA-29-1769-01A","TCGA-29-1769-01A-01R-1567-13","7d14ddef-7a1b-4515-9536-3fc4a9b85702.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C4_mescL","C4","IMR","nonAngiogenic"
"TCGA-29-1774","01","TCGA-29-1774-01A","TCGA-29-1774-01A-01R-1567-13","23d2011e-aab7-4dda-b818-55d6fa86503b.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH rRNA CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-29-1777","01","TCGA-29-1777-01A","TCGA-29-1777-01A-01R-1567-13","8a7a4704-c698-4291-ba48-207895898a40.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY","IMR_consensus","C4_mescL","C1","MES","nonAngiogenic"
"TCGA-30-1714","01","TCGA-30-1714-01A","TCGA-30-1714-01A-02R-1567-13","86f6b100-9d37-4a8a-b3c5-03ec17f83559.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C4","PRO","nonAngiogenic"
"TCGA-30-1853","01","TCGA-30-1853-01A","TCGA-30-1853-01A-02R-1567-13","40578293-a4b2-449e-bcdb-f6ae9bfbc3e2.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY;LOW 5/3 COVERAGE RATIO","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-30-1857","01","TCGA-30-1857-01A","TCGA-30-1857-01A-02R-1569-13","c3482424-68d5-43cd-a75c-a1cefa68e6d0.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; mRNA-seq: LOW 5'/3' COVERAGE RATIO","MES_consensus","C4_mescL","C1","DIF","nonAngiogenic"
"TCGA-30-1866","01","TCGA-30-1866-01A","TCGA-30-1866-01A-02R-1568-13","4f1e300b-a17e-4226-ab42-802c382ac826.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C4","IMR","nonAngiogenic"
"TCGA-30-1892","01","TCGA-30-1892-01A","TCGA-30-1892-01A-01R-1568-13","24fb0a8d-34f2-4cac-9b8c-03c2503a34fd.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","MES_consensus","C4_mescL","C1","MES","nonAngiogenic"
"TCGA-57-1586","01","TCGA-57-1586-01A","TCGA-57-1586-01A-02R-1567-13","71425fe1-3503-4f0b-bcb0-2a35cdea4b0e.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-61-1911","01","TCGA-61-1911-01A","TCGA-61-1911-01A-01R-1567-13","d421a512-b1d2-4275-9374-b579352abb25.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY;LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C2","IMR","nonAngiogenic"
