"case_submitter_id","sample_type_code","sample_barcode","aliquot_barcode","sample","qc_flag","qc_dnu","qc_center_failed","qc_low_coverage","qc_high_mitochondrial","annotation_categories","annotation_notes","consensusOV_subtype","konecny_subtype","helland_subtype","verhaak_subtype","bentink_subtype"
"TCGA-04-1331","01","TCGA-04-1331-01A","TCGA-04-1331-01A-01R-1569-13","bfcea1b8-fb75-4e7b-972b-620d9f1fc3bb.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-04-1332","01","TCGA-04-1332-01A","TCGA-04-1332-01A-01R-1564-13","bb5d75c1-c4fb-440f-8f09-0be3dd6b7daf.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:HIGH rRNA CONTENT","PRO_consensus","C3_profL","C1","MES","nonAngiogenic"
"TCGA-04-1337","01","TCGA-04-1337-01A","TCGA-04-1337-01A-01R-1564-13","ce797402-bbd4-4ad0-8b02-b44d6b30f70e.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","MES_consensus","C4_mescL","C1","MES","Angiogenic"
"TCGA-04-1338","01","TCGA-04-1338-01A","TCGA-04-1338-01A-01R-1564-13","dc82e1cb-e108-4727-ba00-1beced69a2f3.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","MES_consensus","C4_mescL","C5","MES","nonAngiogenic"
"TCGA-04-1341","01","TCGA-04-1341-01A","TCGA-04-1341-01A-01R-1564-13","6bc01daa-5c11-4c87-916f-09e6fec65c5a.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","PRO_consensus","C2_diffL","C5","PRO","nonAngiogenic"
"TCGA-04-1343","01","TCGA-04-1343-01A","TCGA-04-1343-01A-01R-1564-13","2d7f98e2-8e4c-48aa-9c87-e9953e952689.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","DIF_consensus","C2_diffL","C1","DIF","nonAngiogenic"
"TCGA-04-1347","01","TCGA-04-1347-01A","TCGA-04-1347-01A-01R-1564-13","c42ab178-9ded-405c-8eab-69583c4b1ad0.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-04-1350","01","TCGA-04-1350-01A","TCGA-04-1350-01A-01R-1565-13","50c62016-a463-4dba-a179-146df17fb5dd.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","PRO_consensus","C2_diffL","C5","PRO","nonAngiogenic"
"TCGA-04-1356","01","TCGA-04-1356-01A","TCGA-04-1356-01A-01R-1569-13","36aef44f-03b6-4aff-bc8a-dfbc664dd2d0.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","PRO_consensus","C2_diffL","C5","IMR","nonAngiogenic"
"TCGA-04-1361","01","TCGA-04-1361-01A","TCGA-04-1361-01A-01R-1565-13","c2be3377-97dd-42be-887d-c9bf57034c98.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-04-1517","01","TCGA-04-1517-01A","TCGA-04-1517-01A-01R-1565-13","615dafd3-130a-4a7c-9e27-a3632c2be831.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-04-1530","01","TCGA-04-1530-01A","TCGA-04-1530-01A-02R-1569-13","f691c28c-5b0d-4b28-8b05-030dd07a2b13.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:HIGH rRNA CONTENT;LOW 5/3 COVERAGE RATIO","MES_consensus","C4_mescL","C1","MES","nonAngiogenic"
"TCGA-04-1536","01","TCGA-04-1536-01A","TCGA-04-1536-01A-01R-1566-13","1eacd17c-5634-465d-83d4-d39d136d0ce2.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-04-1542","01","TCGA-04-1542-01A","TCGA-04-1542-01A-01R-1566-13","d779f8e6-b653-4d7e-bfa4-729b9caf329d.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY;LOW 5/3 COVERAGE RATIO","PRO_consensus","C2_diffL","C5","PRO","nonAngiogenic"
"TCGA-04-1648","01","TCGA-04-1648-01A","TCGA-04-1648-01A-01R-1567-13","1730a0a1-8a5a-4532-a35e-4e4db4a4b4b6.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C2","DIF","nonAngiogenic"
"TCGA-04-1651","01","TCGA-04-1651-01A","TCGA-04-1651-01A-01R-1567-13","68f32d39-8608-443c-ac04-95f12812fb72.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-04-1655","01","TCGA-04-1655-01A","TCGA-04-1655-01A-01R-1566-13","c133f156-8d5e-4072-a990-86ccb7db09c9.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-09-1661","01","TCGA-09-1661-01B","TCGA-09-1661-01B-01R-1566-13","a00f0490-91d3-4a33-b4bf-3a8c3013c97e.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-09-1665","01","TCGA-09-1665-01B","TCGA-09-1665-01B-01R-1566-13","d0f28c51-328f-4573-a872-a3ef811d18ca.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","IMR_consensus","C2_diffL","C4","IMR","nonAngiogenic"
"TCGA-09-2053","01","TCGA-09-2053-01C","TCGA-09-2053-01C-01R-1568-13","c0b634eb-856b-491e-ab86-3088950176d9.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C5","PRO","nonAngiogenic"
"TCGA-10-0926","01","TCGA-10-0926-01A","TCGA-10-0926-01A-01R-1564-13","b1f91d13-fe60-4444-a254-db4fd36163a4.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-10-0927","01","TCGA-10-0927-01A","TCGA-10-0927-01A-02R-1564-13","052a97e5-fd39-4af4-a29a-284bc185c9e7.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-10-0931","01","TCGA-10-0931-01A","TCGA-10-0931-01A-01R-1564-13","6b5cd598-f52f-48bc-8256-74a2e98ec04b.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-10-0933","01","TCGA-10-0933-01A","TCGA-10-0933-01A-01R-1569-13","21ff9928-00f0-4b96-8d70-35e9bfad5d40.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT","PRO_consensus","C3_profL","C5","PRO","nonAngiogenic"
"TCGA-10-0934","01","TCGA-10-0934-01A","TCGA-10-0934-01A-02R-1564-13","d563b5ea-0724-4d07-9b31-9713d6edd332.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-10-0937","01","TCGA-10-0937-01A","TCGA-10-0937-01A-02R-1564-13","e945ff79-76d6-4466-a346-82305415a268.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY;LOW 5/3 COVERAGE RATIO","IMR_consensus","C1_immL","C4","DIF","nonAngiogenic"
"TCGA-10-0938","01","TCGA-10-0938-01A","TCGA-10-0938-01A-02R-1564-13","2b12b5be-f274-4a43-b69b-24b736e2bcac.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","PRO_consensus","C2_diffL","C5","PRO","nonAngiogenic"
"TCGA-13-0714","01","TCGA-13-0714-01A","TCGA-13-0714-01A-01R-1564-13","72e3b5ff-0679-4d43-a7c2-697635faa1fc.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,FALSE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH rRNA CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","MES_consensus","C3_profL","C5","DIF","nonAngiogenic"
"TCGA-13-0720","01","TCGA-13-0720-01A","TCGA-13-0720-01A-01R-1564-13","d9d0bbf5-4b7e-471b-9481-fe3706d480ab.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-13-0724","01","TCGA-13-0724-01A","TCGA-13-0724-01A-01R-1564-13","7e2f7b6d-46d7-4b37-86d8-354da4408713.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C5","DIF","nonAngiogenic"
"TCGA-13-0725","01","TCGA-13-0725-01A","TCGA-13-0725-01A-01R-1564-13","67293c0e-904a-4cc2-ad09-a99d791bd05a.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C2","IMR","nonAngiogenic"
"TCGA-13-0726","01","TCGA-13-0726-01A","TCGA-13-0726-01A-01R-1564-13","7711187f-5e2a-44eb-804f-c32556a2f02f.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-13-0727","01","TCGA-13-0727-01A","TCGA-13-0727-01A-01R-1564-13","d0cb6e31-ce63-4c74-ad17-b2bcc5bdc053.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","DIF_consensus","C2_diffL","C4","PRO","nonAngiogenic"
"TCGA-13-0760","01","TCGA-13-0760-01A","TCGA-13-0760-01A-01R-1564-13","6ec47cac-85ce-4536-a51d-346a0e281261.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C4","IMR","nonAngiogenic"
"TCGA-13-0762","01","TCGA-13-0762-01A","TCGA-13-0762-01A-01R-1564-13","d41c8245-bc6e-42e5-ad70-58a3ebd5546b.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","PRO_consensus","C2_diffL","C5","PRO","nonAngiogenic"
"TCGA-13-0765","01","TCGA-13-0765-01A","TCGA-13-0765-01A-01R-1564-13","f03483bb-8ad5-42e2-9b5e-31e7af8edd2f.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-13-0766","01","TCGA-13-0766-01A","TCGA-13-0766-01A-02R-1564-13","6e7487d8-ad27-46b8-9a50-eab558676946.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:INSUFFICIENT INPUT MATERIAL,LOW SEQUENCE YIELD/DIVERSITY;LOW 5/3 COVERAGE RATIO","IMR_consensus","C2_diffL","C4","PRO","nonAngiogenic"
"TCGA-13-0768","01","TCGA-13-0768-01A","TCGA-13-0768-01A-01R-1569-13","9fcfa97a-90b3-4e91-9f4d-7001fbd02fc7.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C1","IMR","Angiogenic"
"TCGA-13-0795","01","TCGA-13-0795-01A","TCGA-13-0795-01A-01R-1564-13","1fbf116b-6325-42ef-94d2-dfdda4aa8d9f.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","IMR_consensus","C1_immL","C2","IMR","nonAngiogenic"
"TCGA-13-0797","01","TCGA-13-0797-01A","TCGA-13-0797-01A-01R-1564-13","fcd1465c-ddbb-438c-81c9-9be12b5327af.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","DIF_consensus","C2_diffL","C4","DIF","nonAngiogenic"
"TCGA-13-0804","01","TCGA-13-0804-01A","TCGA-13-0804-01A-01R-1564-13","cac17859-2779-4a77-98b7-3c6e392f0f1e.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Item flagged DNU; Center QC failed","QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.; RNA-seq:LOW 5/3 COVERAGE RATIO","IMR_consensus","C1_immL","C2","DIF","nonAngiogenic"
"TCGA-13-0884","01","TCGA-13-0884-01B","TCGA-13-0884-01B-01R-1565-13","5c58a396-5f7b-4374-a6e7-09f381d945dd.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,TRUE,"Center QC failed; Item flagged DNU","RNA-seq:LOW 5/3 COVERAGE RATIO;HIGH MITOCHONDRIAL CONTENT; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","DIF_consensus","C1_immL","C5","DIF","nonAngiogenic"
"TCGA-13-0885","01","TCGA-13-0885-01A","TCGA-13-0885-01A-02R-1569-13","d9b8df95-099e-400e-895d-9f2d5ce4f348.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH rRNA CONTENT;LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C2","IMR","nonAngiogenic"
"TCGA-13-0886","01","TCGA-13-0886-01A","TCGA-13-0886-01A-01R-1569-13","03c8e4fe-1e07-4ea3-a154-c17c2e8af508.rna_seq.augmented_star_gene_counts.tsv",TRUE,TRUE,TRUE,TRUE,FALSE,"Center QC failed; Item flagged DNU","RNA-seq:HIGH rRNA CONTENT;LOW 5/3 COVERAGE RATIO; QC Warning- Expression quality metrics (e.g. 3-prime bias, high duplicate rate, genomic contamination, or low alignment rate) are well below average for this file, which should be used with caution, if at all, for expression analysis. However, other analyses, e.g. mutation and structural variant calling, may still give reliable result.","IMR_consensus","C1_immL","C2","IMR","nonAngiogenic"
