"sample","assigned_subtype","max_score","C1","C2","C4","C5"
"25ff83ac-f657-473a-a0d0-fd5e98e2f691.rna_seq.augmented_star_gene_counts.tsv","C1",1.67533295384552,1.67533295384552,0.433199227101271,-1.46676101838729,-0.649532979086817
"ff23c7dc-14a8-43a4-a00b-3bafdc645e46.rna_seq.augmented_star_gene_counts.tsv","C2",1.99017617695691,0.144655472243731,1.99017617695691,-0.108631876053891,-1.30963005082177
"24de03d9-8635-4173-ad2b-08d01f7ff27f.rna_seq.augmented_star_gene_counts.tsv","C5",1.76933544029495,-0.318246651560642,-1.37353319932758,0.0714888946322507,1.76933544029495
"cfdb5780-7a6a-41ec-80f6-1405a06ba81d.rna_seq.augmented_star_gene_counts.tsv","C5",0.760484422368504,-0.807866691318915,-0.900298082154835,0.49167938380752,0.760484422368504
"f3aafcfa-9e92-4d07-905c-c9b4fdd276c0.rna_seq.augmented_star_gene_counts.tsv","C2",0.759312395394994,-0.442336874719797,0.759312395394994,0.216774388470543,-0.0182830330056881
"962fb836-bac4-4da3-8705-fe9a5cacde8e.rna_seq.augmented_star_gene_counts.tsv","C1",3.3473738848833,3.3473738848833,-0.522009628089553,-3.28839958600351,0.12908167762812
"d936e585-e711-48ec-955f-ef3dc5ca7353.rna_seq.augmented_star_gene_counts.tsv","C1",2.58236610245374,2.58236610245374,0.346874423109681,-2.71389650838914,-0.177360548145384
"c18d6e53-5ede-44c8-a80a-0b961d59a094.rna_seq.augmented_star_gene_counts.tsv","C1",1.81724633924086,1.81724633924086,0.25514057343869,-1.59555155681072,-0.683011088392604
"c0b634eb-856b-491e-ab86-3088950176d9.rna_seq.augmented_star_gene_counts.tsv","C5",0.320805647505003,-0.50526214018758,-0.177510534408628,0.286683132598975,0.320805647505003
"bbb907c3-ad29-4255-9b4c-764d052db122.rna_seq.augmented_star_gene_counts.tsv","C5",0.470577528826867,-0.70927196064191,-0.436444705930009,0.424372544077559,0.470577528826867
"c0e46d22-7732-4048-b5e9-7e631f7a797a.rna_seq.augmented_star_gene_counts.tsv","C1",0.297110592553161,0.297110592553161,-0.224389482347363,-0.142793505565273,-0.436170173630211
"391b894d-7639-4e12-97f1-e189233505ff.rna_seq.augmented_star_gene_counts.tsv","C5",1.70408755078493,-0.805588886708072,-1.32904451901038,0.529887193153299,1.70408755078493
"fcd1465c-ddbb-438c-81c9-9be12b5327af.rna_seq.augmented_star_gene_counts.tsv","C4",0.905664944974428,-0.874894454373582,0.187757244143517,0.905664944974428,-0.493458737140272
"7a647483-f972-492c-972d-63b7eff7beff.rna_seq.augmented_star_gene_counts.tsv","C4",0.785109699435473,-0.722667895980624,-0.4164146451448,0.785109699435473,-0.430581345433661
"7bac05ec-f793-4b99-b1d1-c848f0c69b60.rna_seq.augmented_star_gene_counts.tsv","C1",0.0447474903928931,0.0447474903928931,-0.0866752161543491,-0.0533808277975175,-1.73543242507168
"cf8f83cf-db75-479f-8f27-f0d74f262c91.rna_seq.augmented_star_gene_counts.tsv","C1",1.59490968430278,1.59490968430278,-0.467669674184731,-1.3858965472281,0.239027374712075
"253e8a92-35ff-45b4-bf43-8f52d62ca993.rna_seq.augmented_star_gene_counts.tsv","C1",1.77415124905218,1.77415124905218,0.36031847362854,-1.333863486918,-0.236741393207142
"85db4a2d-ca76-4a24-8f69-c4ae6a781879.rna_seq.augmented_star_gene_counts.tsv","C5",1.53426409002403,-0.38684733048929,-1.25625501576755,0.198761498050656,1.53426409002403
"bc3bc9f5-e99c-4384-a528-5dc71d1a5a19.rna_seq.augmented_star_gene_counts.tsv","C4",0.672374003045426,-0.520531365476065,-0.879071139275914,0.672374003045426,0.575543851315848
"80fe180c-eb5d-4f12-88fb-112e36a48e46.rna_seq.augmented_star_gene_counts.tsv","C5",1.73034312199009,-0.602920378891715,-1.22785034428932,0.331222991600934,1.73034312199009
"be93160b-4c67-48f1-8bdf-23d29b8c815d.rna_seq.augmented_star_gene_counts.tsv","C5",2.20038861545225,-0.517220536375668,-1.48820391778015,0.32919700642011,2.20038861545225
"1521da11-ee78-464f-830f-2111e5713ee9.rna_seq.augmented_star_gene_counts.tsv","C5",0.240803349850597,-0.0367785708360771,-0.192287568195443,0.0753724892235931,0.240803349850597
"3357f780-0eed-4559-9608-c02191b5fad3.rna_seq.augmented_star_gene_counts.tsv","C5",0.850920825584456,-0.848283092018403,-0.67911158016899,0.606969950066235,0.850920825584456
"dc82e1cb-e108-4727-ba00-1beced69a2f3.rna_seq.augmented_star_gene_counts.tsv","C5",0.734972456164192,0.435449735658782,-0.412207234953959,-0.518616884705966,0.734972456164192
"765e86db-4d7e-4b17-9051-3d7ee32df82a.rna_seq.augmented_star_gene_counts.tsv","C1",1.07052490746782,1.07052490746782,-0.095537497162493,-0.821435589236416,-0.998048601029552
"0b5a3a02-abbb-405e-b392-4944e778e2be.rna_seq.augmented_star_gene_counts.tsv","C1",0.596510613923605,0.596510613923605,0.550695811758859,-0.366949587099627,-0.59629343966994
"68faaf7b-ec8b-4e35-b86d-54f927585c61.rna_seq.augmented_star_gene_counts.tsv","C5",0.944954435020265,-0.182882374441317,-1.10631906950998,0.00919024078691019,0.944954435020265
"c2be3377-97dd-42be-887d-c9bf57034c98.rna_seq.augmented_star_gene_counts.tsv","C4",0.713752098625112,-0.461655138788823,0.305125252036493,0.713752098625112,-0.31173526971001
"bd47a9d9-3e0e-4eef-ae47-887016a2df2d.rna_seq.augmented_star_gene_counts.tsv","C4",0.963406653740969,-0.790630687506237,0.614076612148967,0.963406653740969,-0.766643477110825
"7d0b634a-b842-4f7c-afd3-9ba129e38da1.rna_seq.augmented_star_gene_counts.tsv","C4",0.662710442465182,-0.688037273764346,-0.043372713046279,0.662710442465182,0.183881600617985
"a0a073aa-4198-4139-b0d3-ce95e1fa4327.rna_seq.augmented_star_gene_counts.tsv","C2",0.556730931443724,-0.479681582539588,0.556730931443724,0.486269637139371,-0.114549064929112
"1fbf116b-6325-42ef-94d2-dfdda4aa8d9f.rna_seq.augmented_star_gene_counts.tsv","C2",1.39969553124939,-0.613726704609636,1.39969553124939,0.51195823935251,-1.02297743001267
"1a807944-1fce-4a18-ae2b-f19a8f13e4d7.rna_seq.augmented_star_gene_counts.tsv","C2",1.06882345930373,-0.349225244959847,1.06882345930373,0.510208490142353,-0.944744925133139
"14ad7b5f-80d5-4271-b46c-bbed630b59bf.rna_seq.augmented_star_gene_counts.tsv","C5",1.2659359445826,-0.330000552145038,-1.2233184406029,0.392447481250918,1.2659359445826
"0328d523-1d48-483a-abc6-40787ed24b72.rna_seq.augmented_star_gene_counts.tsv","C1",2.88622048191414,2.88622048191414,-0.145139641072771,-2.62747766148896,-0.0699122864042675
"57904f56-c3b6-4e82-84f2-70b47173d7bc.rna_seq.augmented_star_gene_counts.tsv","C5",0.94049682888869,-0.768957408508842,-0.885413032300978,0.533566847527804,0.94049682888869
"62c68df4-4b67-4c05-9cf4-f0f2e878b59e.rna_seq.augmented_star_gene_counts.tsv","C1",0.574206911590017,0.574206911590017,0.328709067521552,-0.790673316259591,0.311012323546918
"4ca1b467-0af2-4867-bd68-28bcb2cb1264.rna_seq.augmented_star_gene_counts.tsv","C1",1.25115607985943,1.25115607985943,-0.476413266890747,-1.41990749244573,0.59612973761173
"a08f5098-e161-40dd-b807-216cf71ebcce.rna_seq.augmented_star_gene_counts.tsv","C5",0.930517988570113,-0.952625327488876,-0.596600494663868,0.920920126822495,0.930517988570113
"dca2da37-67cd-408e-a2da-325550471381.rna_seq.augmented_star_gene_counts.tsv","C1",0.863982914721689,0.863982914721689,0.601364671965323,-0.715083022118024,-0.875551654571896
