"sample_id","cluster"
"4015424e-d713-461f-b5c7-ad244b910901.mirbase21.mirnas.quantification.txt",4
"ec609581-69da-4349-92ef-7f4b76cb6791.mirbase21.mirnas.quantification.txt",4
"a5d90be4-0242-4d83-a54a-a973b638b4c4.mirbase21.mirnas.quantification.txt",1
"71780af1-64aa-4e23-b4c1-84aefe241452.mirbase21.mirnas.quantification.txt",2
"a8ec968d-7115-4b59-acaa-6f878023cb7f.mirbase21.mirnas.quantification.txt",4
"89835cb0-9535-4b9a-8232-490f563937c9.mirbase21.mirnas.quantification.txt",4
"630113c8-fa96-4d1e-9c1d-f3044cfaba91.mirbase21.mirnas.quantification.txt",4
"0b5a0f87-7a1a-4e7f-9b04-347f5270fe4f.mirbase21.mirnas.quantification.txt",1
"fff42272-072c-49f3-bd29-3862e50ed9d3.mirbase21.mirnas.quantification.txt",4
"c479012a-ab8b-434c-b88e-9bc28931adbe.mirbase21.mirnas.quantification.txt",2
"a1ba46b7-fc30-47c9-bb39-efac4f11785a.mirbase21.mirnas.quantification.txt",1
"e45dfc8a-c255-4b54-8f25-bab9306ea813.mirbase21.mirnas.quantification.txt",1
"a3ec233d-445d-4343-8dac-5e6cd05150f9.mirbase21.mirnas.quantification.txt",4
"68f56d7b-9f53-4900-ba63-52c8f9ed90fd.mirbase21.mirnas.quantification.txt",1
"2c2b36e6-6508-405e-bc84-1d8b929fd6b9.mirbase21.mirnas.quantification.txt",4
"746f7449-4911-49d8-8672-a867477eda73.mirbase21.mirnas.quantification.txt",4
"38d3a4c2-6ccb-48f3-b672-1d61a7fc4d25.mirbase21.mirnas.quantification.txt",3
"d7b2fdac-3937-4545-b7b6-2beb70c362aa.mirbase21.mirnas.quantification.txt",4
"1243e3ec-e09f-48fe-a2fd-2035eb202af1.mirbase21.mirnas.quantification.txt",2
"fd24d2f0-999d-44c5-a62e-141888de2c6d.mirbase21.mirnas.quantification.txt",4
"dc2acc89-19d4-4795-aa36-983fe1029e86.mirbase21.mirnas.quantification.txt",4
"f1847183-2dd6-4047-8a21-32ba9bf93ad3.mirbase21.mirnas.quantification.txt",1
"53567b54-bb81-4dc7-9161-8206b11d87c7.mirbase21.mirnas.quantification.txt",2
"86760094-294f-4fbb-b768-4381f658bead.mirbase21.mirnas.quantification.txt",4
"c47dcf28-933f-408f-ad07-0c760c6314bd.mirbase21.mirnas.quantification.txt",1
"04276a5a-23dd-467f-b8c8-60ce5e892f0c.mirbase21.mirnas.quantification.txt",1
"559313a3-7242-4619-9a97-1f24e26dae26.mirbase21.mirnas.quantification.txt",2
"827219c7-837c-44e5-9ac6-6530112ca91f.mirbase21.mirnas.quantification.txt",2
"0a3cde41-87f6-49bb-b6fa-0e9e0f5e8102.mirbase21.mirnas.quantification.txt",2
"bff79f43-0a8f-4a8c-8695-2f2bd8234f35.mirbase21.mirnas.quantification.txt",1
"afc4a9bb-0dd1-42f1-8c4f-3cc912441a44.mirbase21.mirnas.quantification.txt",1
"4522e86d-a860-4ab8-a8e8-8001d3287255.mirbase21.mirnas.quantification.txt",1
"201e24bd-7ad4-48e2-8a12-7af9ab368822.mirbase21.mirnas.quantification.txt",4
"a9fbcbb3-0d3f-483f-8286-c23f7b1fef31.mirbase21.mirnas.quantification.txt",1
"e172d14b-489d-449d-9dfd-2874eb4b377c.mirbase21.mirnas.quantification.txt",2
"919eb80a-856c-4635-8409-2880d5a4eec2.mirbase21.mirnas.quantification.txt",4
"6fc0d0fc-268d-4f5b-90d8-fc8fba9442af.mirbase21.mirnas.quantification.txt",4
"d550140e-346f-41c8-8700-802124a0c8c1.mirbase21.mirnas.quantification.txt",2
"56e8be89-3bac-486b-af0b-36815b9421a5.mirbase21.mirnas.quantification.txt",2
"7456bba8-56d0-4f21-954e-0e5b2a943050.mirbase21.mirnas.quantification.txt",4
"8d42453d-e4e7-433a-bffa-f5436bb4710c.mirbase21.mirnas.quantification.txt",2
"019f69d3-6dc9-4677-88d7-cee7b4dd77fb.mirbase21.mirnas.quantification.txt",1
"ebe282a9-c211-4f2e-8769-07cab70c3906.mirbase21.mirnas.quantification.txt",1
"4357992e-4034-49ba-bf2e-2b37f5adffd5.mirbase21.mirnas.quantification.txt",4
"7e2036aa-30da-41ef-87c4-e0dae7341aa7.mirbase21.mirnas.quantification.txt",4
"7bf48040-2885-469d-9671-58c0a08cf4b3.mirbase21.mirnas.quantification.txt",1
"05987e47-7fa5-4323-ab5f-9810d51a7deb.mirbase21.mirnas.quantification.txt",4
"a0fee485-4c67-44cc-8f6f-fc5267e7d45a.mirbase21.mirnas.quantification.txt",3
"5b19c09a-3eee-4f0c-8cc9-355dea7cb4d1.mirbase21.mirnas.quantification.txt",2
"b1c0b5c7-626f-4708-a432-9194287c35fa.mirbase21.mirnas.quantification.txt",4
"42d8a1c1-483d-43df-b7fb-fbdde6a93b82.mirbase21.mirnas.quantification.txt",1
"88fa6a0d-b092-4200-bcc4-d44525d2ed1e.mirbase21.mirnas.quantification.txt",4
"737d462a-812a-4a04-aea6-df3f52134493.mirbase21.mirnas.quantification.txt",2
"dde71bf7-8c91-4a6f-aa6f-615a6a2f8fda.mirbase21.mirnas.quantification.txt",1
"2b6eb1a7-64df-4c16-8151-f4bda4556408.mirbase21.mirnas.quantification.txt",1
"7d39fb27-9748-46a4-b7dc-34921f90339c.mirbase21.mirnas.quantification.txt",4
"4f51062a-f95c-42aa-a5ab-ea7d25be2c89.mirbase21.mirnas.quantification.txt",4
"365478d2-32f1-4773-b997-a39d13a606c5.mirbase21.mirnas.quantification.txt",1
"a6c488e2-db0c-4c9d-8e18-c82dcf62b840.mirbase21.mirnas.quantification.txt",1
"bb5c7469-2fc8-40ec-9dd8-b6922dd8d68c.mirbase21.mirnas.quantification.txt",4
"895e0ae3-9618-4668-8562-8031984fa460.mirbase21.mirnas.quantification.txt",1
"6a310ab7-7902-4654-9ca4-8ee005a94b97.mirbase21.mirnas.quantification.txt",4
"3ab8c815-ea19-4446-929e-3d949f49816a.mirbase21.mirnas.quantification.txt",4
"5559a822-52f4-4c51-9b17-d87fbe81538d.mirbase21.mirnas.quantification.txt",4
"fb3178bf-1785-4dad-b4d1-e09541819db4.mirbase21.mirnas.quantification.txt",4
"9f419109-0d43-4da9-89e0-944c01050fed.mirbase21.mirnas.quantification.txt",4
"ecfd3969-c469-45a1-9da4-f9a625728640.mirbase21.mirnas.quantification.txt",2
"faa20bec-80db-4b29-b9da-4c519c53f85e.mirbase21.mirnas.quantification.txt",2
"3b523d31-7ec4-43d8-8a0c-7438293431d2.mirbase21.mirnas.quantification.txt",1
"ef2cb396-9fe1-41ef-a637-86c1d0cf669b.mirbase21.mirnas.quantification.txt",4
"33028eea-2d01-4442-bef7-7f4bd3b00fae.mirbase21.mirnas.quantification.txt",4
"bb797f15-acaf-441d-acba-63161b0b9bd7.mirbase21.mirnas.quantification.txt",4
"ec2c94e3-86a7-47a4-995a-36ae51c5b57a.mirbase21.mirnas.quantification.txt",2
"5413501f-5f3b-4705-914f-dde9a3fb43a1.mirbase21.mirnas.quantification.txt",4
"27b3ce43-b028-4639-afdf-4ef2ef3592d2.mirbase21.mirnas.quantification.txt",4
"c3d63a9f-bbfa-41df-8536-f1b73497c688.mirbase21.mirnas.quantification.txt",2
"ba286ba5-0b9d-4a2b-b9c8-4d6004eda96f.mirbase21.mirnas.quantification.txt",4
"a4e47184-7dc6-4f4b-a41c-42b6185f9db5.mirbase21.mirnas.quantification.txt",4
"139df8ff-6e24-465c-970b-20f7ff444afb.mirbase21.mirnas.quantification.txt",2
"17cbc4eb-a468-48be-838d-712bbf28b4ed.mirbase21.mirnas.quantification.txt",2
"7ea6581d-bb19-49e0-a430-7796d0b651c6.mirbase21.mirnas.quantification.txt",1
"fd49b73a-7479-4275-8069-491d0a62f439.mirbase21.mirnas.quantification.txt",4
"e13b4565-bb53-404e-a71b-0b37700e9727.mirbase21.mirnas.quantification.txt",2
"000550a4-db6b-43ec-86c6-796522f7861f.mirbase21.mirnas.quantification.txt",2
"2a2beb9b-5869-421f-ab4c-c36e5bef515c.mirbase21.mirnas.quantification.txt",4
"e179cb5a-fec4-4633-a063-98a8360de051.mirbase21.mirnas.quantification.txt",4
"f77ca65d-5775-44d9-b4d3-07256c35153a.mirbase21.mirnas.quantification.txt",1
"8fc5d76c-59f4-498d-9646-17b4f8320180.mirbase21.mirnas.quantification.txt",1
"6ce02f51-1f46-416a-9720-b76324abbfe0.mirbase21.mirnas.quantification.txt",4
"f2f6aaba-38b2-45c8-a8b2-3b1c09cc099d.mirbase21.mirnas.quantification.txt",2
"13f40071-fafc-412e-9edf-e67ab7b8bc79.mirbase21.mirnas.quantification.txt",2
"236d72f6-5db0-436d-99f4-e9af2a633317.mirbase21.mirnas.quantification.txt",4
"68208daf-fbb4-4fde-ab16-33670694a00e.mirbase21.mirnas.quantification.txt",1
"c473c1ff-0a58-4860-b1b8-c1a346df8642.mirbase21.mirnas.quantification.txt",2
"31c47104-601c-4210-af14-ba1a8cbb339f.mirbase21.mirnas.quantification.txt",2
"bf743280-5e6c-4f89-b1da-e55dc5cd36b5.mirbase21.mirnas.quantification.txt",4
"6ec97e54-755d-44d1-b5cc-c60cb736df3c.mirbase21.mirnas.quantification.txt",4
"3db3c77d-c171-4020-82af-1643d1b18c0b.mirbase21.mirnas.quantification.txt",4
"8154f10d-7460-49cd-b309-829ef0d1ac24.mirbase21.mirnas.quantification.txt",4
"d8d3c671-32b1-482f-a880-e076d3d30828.mirbase21.mirnas.quantification.txt",4
"24326c13-d83a-4498-adb7-a9f340d2e5f8.mirbase21.mirnas.quantification.txt",2
"a9b5f028-4b51-4ff7-92f5-462000eb9074.mirbase21.mirnas.quantification.txt",4
"5e859806-0cf7-456b-a50b-92e574142dbd.mirbase21.mirnas.quantification.txt",4
"b82976f7-a437-407d-9b0d-111c4946c1fe.mirbase21.mirnas.quantification.txt",4
"09af3d9f-f60f-49c9-81b2-5e70fb57fb4a.mirbase21.mirnas.quantification.txt",1
"e13810e3-d924-435f-92f5-972ede0ba5c8.mirbase21.mirnas.quantification.txt",1
"3265cc80-54d0-4103-9b24-2fff0e770cae.mirbase21.mirnas.quantification.txt",4
"f7506126-0f7a-4d12-b6bd-62c4f2f44d4c.mirbase21.mirnas.quantification.txt",4
"c5580440-b191-46c0-baae-cf00393ab3fa.mirbase21.mirnas.quantification.txt",4
"191aa531-3494-42fa-8996-af204937fa87.mirbase21.mirnas.quantification.txt",2
"b6315f3a-b332-4b8a-8f32-682a5153eb3d.mirbase21.mirnas.quantification.txt",1
"f58d3c14-b772-4d67-b643-d2e897356e90.mirbase21.mirnas.quantification.txt",1
"c39da255-2b01-4121-b483-fe59d5080904.mirbase21.mirnas.quantification.txt",4
"26e7326d-6c1e-4af5-ab54-78be4526d569.mirbase21.mirnas.quantification.txt",4
"dc302f21-11d9-458d-a09a-2e6f0699a04f.mirbase21.mirnas.quantification.txt",4
"69f6ed98-6cab-4404-b8ee-6f4c2fc72f64.mirbase21.mirnas.quantification.txt",4
"1e9a7419-58d3-41ca-9e31-a41c230bc53c.mirbase21.mirnas.quantification.txt",3
"59a2fe2e-bad3-4ab8-845e-aa53f920426f.mirbase21.mirnas.quantification.txt",1
"80d179ee-dafe-46d2-9a8c-94dda800da7b.mirbase21.mirnas.quantification.txt",4
"13eae60e-6622-4a9f-a67f-3b6558a61b64.mirbase21.mirnas.quantification.txt",1
"6aeec5ae-b247-4f8a-b00f-a60c87b9c57c.mirbase21.mirnas.quantification.txt",4
"aa4bfbb3-fdfc-4389-b565-ac2e90c77739.mirbase21.mirnas.quantification.txt",2
"1eb184aa-cef0-4605-bbfe-8960a186f66e.mirbase21.mirnas.quantification.txt",4
"a5ace577-a313-4622-9151-3154a21c46ba.mirbase21.mirnas.quantification.txt",1
"0c45657e-7944-4660-b202-bd075681d77a.mirbase21.mirnas.quantification.txt",1
"8fc1da04-3059-4d14-9e79-0b4f5046ea78.mirbase21.mirnas.quantification.txt",4
"b3de131e-cfcc-4a2e-a4b4-6c759d3b1341.mirbase21.mirnas.quantification.txt",1
"016a9518-4721-410d-ac2f-2a17e9f0b4a9.mirbase21.mirnas.quantification.txt",4
"0b0796b2-4d6f-4c54-886f-0ccf4128ab2a.mirbase21.mirnas.quantification.txt",4
"b930e9a2-09a2-45bd-82dc-552afa7539ec.mirbase21.mirnas.quantification.txt",4
"9f76cbf7-4885-49b9-950f-94b693afdb2b.mirbase21.mirnas.quantification.txt",4
"b3437cda-8bec-4309-9463-bff79c197cb1.mirbase21.mirnas.quantification.txt",2
"8388528f-4f0a-4939-89bb-64478d67b5bb.mirbase21.mirnas.quantification.txt",2
"5e283d2e-75c9-4757-b226-1fff7325a853.mirbase21.mirnas.quantification.txt",4
"f4cf52b7-3924-4d13-9b83-7680b8b0d4a0.mirbase21.mirnas.quantification.txt",3
"203185b2-ccff-49c5-a00f-d37f6737a4bb.mirbase21.mirnas.quantification.txt",2
"b783c167-e867-48c6-a3fd-778e7dc01b97.mirbase21.mirnas.quantification.txt",4
"d05a1100-8710-49ef-94fe-417e7e6eb188.mirbase21.mirnas.quantification.txt",4
"e3d9c827-e270-4f6e-9a59-d57b38c10d33.mirbase21.mirnas.quantification.txt",4
"5725c705-7bc6-4571-aba0-e8ffb4935ba8.mirbase21.mirnas.quantification.txt",1
"296ba0ad-034f-4b13-865e-9fc2b2a19b4d.mirbase21.mirnas.quantification.txt",1
"0d206137-dd6e-466f-9966-30331b36bd31.mirbase21.mirnas.quantification.txt",4
"2faf0039-d422-46ea-8bea-fcd4d1d6a46b.mirbase21.mirnas.quantification.txt",4
"017c892f-c964-4bb1-966b-959b87194658.mirbase21.mirnas.quantification.txt",1
"a92eccd8-fc46-47e6-96b5-a614b12857d8.mirbase21.mirnas.quantification.txt",2
"904a2b2e-0c5d-48f6-8781-820b6774988d.mirbase21.mirnas.quantification.txt",4
"219985f8-56c1-4e98-bdaf-ed154f838787.mirbase21.mirnas.quantification.txt",4
"c2271ef2-66ff-4257-9f25-d70baf6a667d.mirbase21.mirnas.quantification.txt",2
"33062b49-ef62-4d8d-8102-53538ae1c2da.mirbase21.mirnas.quantification.txt",1
"ff410495-335f-42d8-8654-b7610dd42f74.mirbase21.mirnas.quantification.txt",4
"18d4a739-9caf-450c-84ae-1b0c319eb182.mirbase21.mirnas.quantification.txt",1
"e82e5a67-9628-425e-9509-8e59dac8801e.mirbase21.mirnas.quantification.txt",4
"00ed6a2a-f49f-4fde-b82d-6405562a6976.mirbase21.mirnas.quantification.txt",4
"a6e0650a-bf0c-4898-b929-6bed956145bd.mirbase21.mirnas.quantification.txt",4
"356cdbfc-2329-4548-a24e-71b5de680fe8.mirbase21.mirnas.quantification.txt",1
"f888aada-7c47-4581-9739-6e6d861ab810.mirbase21.mirnas.quantification.txt",4
"f7df30ab-bdd8-4ddd-becd-4843a779586f.mirbase21.mirnas.quantification.txt",4
"dbc68340-b121-4f8b-86f6-5baee0ae60c2.mirbase21.mirnas.quantification.txt",4
"1bd07a8c-6095-4534-9c70-d88bda1cd148.mirbase21.mirnas.quantification.txt",4
"4550f3de-3329-4313-b52a-9fbe5d5e7074.mirbase21.mirnas.quantification.txt",1
"1af7f065-5d17-44eb-b134-2ccaf0c4d7f3.mirbase21.mirnas.quantification.txt",4
"17d4b1e1-79b3-4b97-988f-d617f8d9b8eb.mirbase21.mirnas.quantification.txt",1
"de38b7a0-e739-4a51-bdbf-54b50ff5cd7d.mirbase21.mirnas.quantification.txt",1
"f8275247-c285-4175-bdb5-fc1dad344fc3.mirbase21.mirnas.quantification.txt",4
"21a6b0ca-53c3-4e0a-9a03-9db95a3c9606.mirbase21.mirnas.quantification.txt",1
"8b9e4554-691f-4e50-a80e-0f5c2d2a8c95.mirbase21.mirnas.quantification.txt",4
"df5a89e9-3a01-45b0-aa49-c0ff89e726b4.mirbase21.mirnas.quantification.txt",2
"cd83442c-a9dc-4f4a-99e4-b1e1cae19623.mirbase21.mirnas.quantification.txt",4
"0201f538-e899-4a77-96aa-b563c3712eda.mirbase21.mirnas.quantification.txt",1
"9f803e43-f74e-4fb8-b8d3-f590d2098a1c.mirbase21.mirnas.quantification.txt",1
"622e7e9c-2ee8-4fc0-95bb-55234e3ea98e.mirbase21.mirnas.quantification.txt",1
"f3975093-55c6-41c4-bfcc-3df2e5281853.mirbase21.mirnas.quantification.txt",1
"4aa6a9ab-1b21-4a02-849d-06d409385eb9.mirbase21.mirnas.quantification.txt",1
"1bf32c47-f557-4ce2-ae6f-043cf41d11f4.mirbase21.mirnas.quantification.txt",1
"e61d4ce3-c0f1-4d4d-9205-f09fed9bf43f.mirbase21.mirnas.quantification.txt",4
"03e488fc-8516-48db-8824-485ee1ddb6ed.mirbase21.mirnas.quantification.txt",4
"60b196ad-8929-404d-b2a2-14ef281cdf6b.mirbase21.mirnas.quantification.txt",2
"cc6332c0-893e-4b1d-8248-f2f87b1cc933.mirbase21.mirnas.quantification.txt",4
"7076fbac-331c-4a9e-b6ca-a0e3d175fe3a.mirbase21.mirnas.quantification.txt",2
"91114485-7448-4dc5-aba6-fef4e091ea97.mirbase21.mirnas.quantification.txt",2
"45ba4f12-f418-4d4d-aa2b-418e6678ee5c.mirbase21.mirnas.quantification.txt",4
"da071e62-1257-41ce-8095-8071c479e23d.mirbase21.mirnas.quantification.txt",2
"78db0e91-71ff-46bf-9ace-22ae8aba21fa.mirbase21.mirnas.quantification.txt",4
"c5cc47b3-ea62-42f0-85d0-c97e438b8a57.mirbase21.mirnas.quantification.txt",3
"161fc178-9a31-41fb-84ac-47d1ac5d5bea.mirbase21.mirnas.quantification.txt",1
"261caf5a-43ec-4c1f-9627-781b234ff451.mirbase21.mirnas.quantification.txt",2
"4b69f0d4-5d54-418a-8fbf-b5e28a0c3652.mirbase21.mirnas.quantification.txt",1
"613e2323-054d-4e25-b5ad-b648f20a621a.mirbase21.mirnas.quantification.txt",4
"d6e6ac3e-d877-4425-9c40-c6f94c6ecb1d.mirbase21.mirnas.quantification.txt",2
"062184e2-d589-42de-966b-d88ad1773828.mirbase21.mirnas.quantification.txt",1
"87372239-7135-40af-ad1a-b60253a058bd.mirbase21.mirnas.quantification.txt",1
"6432f7d5-aae4-46ac-bc8a-580d9047579c.mirbase21.mirnas.quantification.txt",4
"40c9ce2f-5d6f-46dc-94da-1ea759b8cf11.mirbase21.mirnas.quantification.txt",1
"c25c9178-db7e-43e4-91bf-d49b4ce69989.mirbase21.mirnas.quantification.txt",4
"f9dda829-1102-4e7f-adfd-83c62255a88e.mirbase21.mirnas.quantification.txt",1
"38a02deb-561f-4de2-b90f-1bd8459f459e.mirbase21.mirnas.quantification.txt",4
"4cbbf25f-4fc6-4590-96d1-832a6ab2708b.mirbase21.mirnas.quantification.txt",4
"4cedeef4-d1a0-4016-83fc-c21bd6fbe551.mirbase21.mirnas.quantification.txt",4
"bbd6a518-d61b-411b-bac0-250b1ce741fa.mirbase21.mirnas.quantification.txt",4
"52329a5e-6d17-4b08-93e1-313d50f678e7.mirbase21.mirnas.quantification.txt",2
"e6b4b4d2-566b-41b2-808f-c8a3c6538e1e.mirbase21.mirnas.quantification.txt",4
"681ecf0b-0418-444e-98f5-148f1a957b2b.mirbase21.mirnas.quantification.txt",2
"d2504e2b-bc9a-47f7-a612-257d386b536c.mirbase21.mirnas.quantification.txt",4
"89493459-8839-41fa-9a6f-4e09ef790f85.mirbase21.mirnas.quantification.txt",2
"15c8eaef-0c38-4b40-a768-24e1ac2f8452.mirbase21.mirnas.quantification.txt",4
"4be0bc41-6fb3-4cec-85af-b8c1b4555c57.mirbase21.mirnas.quantification.txt",4
