cluster,miRNA,mean_in_cluster,mean_other_clusters,log2fc_vs_rest,p_value,fdr
2,hsa-mir-134,8.434174861286206,8.053486230621408,0.38068863066479786,0.061057158459785474,0.19320317889911834
2,hsa-mir-3193,-0.4302024861221388,-0.8105385761765164,0.3803360900543776,0.010256499208365471,0.04679539902564943
2,hsa-mir-4734,-0.40334985668667706,-0.7807017751081814,0.37735191842150434,0.0034932944746603623,0.019744707900254222
2,hsa-mir-3619,0.5474665540565622,0.1702138141036158,0.3772527399529464,0.015227478758070375,0.06437633296094793
2,hsa-mir-6782,-0.42688985342179653,-0.8033781283490576,0.3764882749272611,0.009930762787305135,0.04610711294105956
2,hsa-mir-4723,-0.6457143505535421,-1.0213153577479512,0.37560100719440914,9.182909588191863e-5,9.362966638940723e-4
2,hsa-mir-183,13.68592634605738,13.312430333090953,0.3734960129664273,0.008253373580093771,0.03998528815200709
2,hsa-mir-4654,-0.4931895905212647,-0.8644005373801813,0.3712109468589166,9.827367190000512e-4,0.006783492396637522
2,hsa-mir-2276,-0.010335365255736704,-0.38143701139984953,0.37110164614411284,0.016867858395103866,0.06931172842081194
2,hsa-mir-6746,-0.18506651976702718,-0.5547732995087628,0.3697067797417356,0.006946560526220687,0.03489560109235508
2,hsa-mir-6780b,-0.44633082987094985,-0.8141007184621664,0.3677698885912165,0.0011043036868559418,0.007537504166270409
2,hsa-mir-4687,-0.15171400276504296,-0.517570373793748,0.36585637102870505,0.008713842658171433,0.04144388581325437
2,hsa-mir-6794,-0.37835718617844494,-0.7430827782334213,0.36472559205497634,0.021769259839436842,0.08619300850132354
2,hsa-mir-3154,0.053878846894082025,-0.30941919688783404,0.36329804378191605,0.02513560016433937,0.09681860804041831
2,hsa-mir-6789,-0.9017829010961226,-1.2640572971103,0.3622743960141773,4.492371076671738e-5,5.191184355265119e-4
2,hsa-mir-4523,0.570941677478273,0.20931595145227105,0.3616257260260019,0.00830630710135767,0.04011714884866242
2,hsa-mir-4685,1.1501588155454894,0.7895589118986397,0.3605999036468497,0.011171767730100979,0.05008033810045266
2,hsa-mir-6753,-0.9831828928518919,-1.3425803585946354,0.35939746574274356,9.281046898234258e-4,0.006551327222283005
2,hsa-mir-6860,0.8467701093802017,0.4913383611672352,0.35543174821296647,0.04947929082355932,0.16493096941186441
2,hsa-mir-494,-0.07819604059881405,-0.4334435640277926,0.3552475234289786,0.04944941043426689,0.16493096941186441
2,hsa-mir-9-1,4.5133238204330155,4.158090948623341,0.3552328718096742,0.2159219971095007,0.4636634875729771
2,hsa-mir-4498,-1.011881482968997,-1.3663145016932379,0.3544330187242408,1.4884303465597429e-5,1.9189680501100818e-4
2,hsa-mir-6882,0.02568730947808898,-0.32859237701884725,0.35427968649693625,0.014024426808095883,0.06060417124828137
2,hsa-mir-6862-1,-0.9336538612203009,-1.2875223949017642,0.3538685336814633,8.442668942313218e-5,8.780375700005748e-4
2,hsa-mir-744,7.402823552006006,7.0498464616936465,0.35297709031235946,2.94085103340738e-4,0.002427369106939425
2,hsa-mir-4286,0.08430379013720152,-0.26791402018863064,0.35221781032583216,0.05798006293516595,0.1864925735646575
2,hsa-mir-6730,0.9599700863990454,0.6089868799559736,0.3509832064430718,0.02797454358170336,0.10618074936120983
2,hsa-mir-5010,2.2489092342799624,1.8987377810004589,0.3501714532795035,0.001450300640223811,0.00938783816908359
2,hsa-mir-154,1.8428273553576062,1.492703475511647,0.35012387984595916,0.057881953832655375,0.1864925735646575
2,hsa-mir-6738,-0.6609709077636085,-1.0108957353110966,0.3499248275474881,0.0035116224006944414,0.01977664601113115
2,hsa-mir-1254-1,2.488848189076689,2.139434486441349,0.3494137026353399,0.016595902227606932,0.06885533902943301
2,hsa-mir-486-2,7.8130558896222855,7.464722367135074,0.34833352248721106,0.029534148777261023,0.11022313897733779
2,hsa-mir-486-1,7.827183088442531,7.48037959607414,0.3468034923683909,0.03667039223482295,0.13211503899843832
2,hsa-mir-4649,-0.7575178608656589,-1.1042079644774416,0.34669010361178276,6.944742180960534e-4,0.005110281982216242
2,hsa-mir-3192,-0.5873703821481796,-0.9257168922421903,0.33834651009401073,0.004110478733120728,0.022383139236554755
2,hsa-mir-6862-2,-0.9321896878278563,-1.269956984862687,0.33776729703483077,9.390719799995887e-5,9.512677199995833e-4
2,hsa-mir-889,0.02950485696422362,-0.3057307338303946,0.33523559079461823,0.04816710659399373,0.16196858970846742
2,hsa-mir-1254-2,2.455005424924702,2.121313937850313,0.3336914870743888,0.016728644830810862,0.06915351099287886
2,hsa-mir-3190,-0.36857724000959025,-0.7007748702279507,0.33219763021836046,0.004111594708158855,0.022383139236554755
2,hsa-mir-6748,0.4729302514775315,0.14204146498880343,0.33088878648872805,0.013458059695619782,0.05880832808169988
2,hsa-mir-7109,-0.6526672794647429,-0.982461275342573,0.3297939958778301,0.005965013649482574,0.030609938464450055
2,hsa-mir-3131,-0.9925747308784519,-1.3206450764228013,0.32807034554434933,0.014977959668266106,0.06356917082888176
2,hsa-mir-133a-1,1.4852964756255127,1.1577603585950282,0.32753611703048446,0.18039336498135478,0.42190951929672177
2,hsa-mir-6779,-0.48338939343400206,-0.8102932617036749,0.3269038682696728,0.0030007590774134164,0.017273742290645495
2,hsa-mir-1237,0.021908457525083698,-0.3033792121699992,0.3252876696950829,0.06724709540738809,0.20773360165450577
2,hsa-mir-1284,-0.6450378301741695,-0.9681700264199683,0.3231321962457988,7.988463728622476e-4,0.005716515328739019
2,hsa-mir-6754,-0.24961707449050646,-0.5725604921466607,0.32294341765615425,0.00733728399089473,0.036452748489795475
2,hsa-mir-6732,-0.9327528368663722,-1.2550834429557265,0.32233060608935427,0.014704989567055193,0.06302138385880797
2,hsa-mir-6829,-0.9586128513718593,-1.279727923631573,0.3211150722597138,0.009636524354737585,0.04528005419695973
2,hsa-mir-6799,-0.8094896245662795,-1.1305499797568246,0.3210603551905451,0.004117923692878984,0.022383139236554755
2,hsa-mir-9-3,4.473481358855817,4.153089396892337,0.3203919619634794,0.30997981676751796,0.5572693268546359
2,hsa-mir-6785,-0.8312820336857165,-1.1513773805349208,0.32009534684920427,0.003843457825863697,0.021337345937179245
2,hsa-mir-346,-0.03128595236398799,-0.35092826391555887,0.31964231155157086,0.021712190325314913,0.08618579365773858
2,hsa-mir-5090,1.420073267712255,1.1018734742052938,0.31819979350696115,0.034993515207464944,0.12665866293189168
2,hsa-mir-3922,0.1145268020337265,-0.20288675892898173,0.31741356096270823,0.02227921452724064,0.0877082940074692
2,hsa-mir-3065,3.838269406644068,3.5209235673805392,0.3173458392635289,0.14324798067230554,0.36101268150047927
2,hsa-mir-6837,1.409370470599234,1.0951899224768218,0.31418054812241225,0.004180223766820748,0.022642878736945718
2,hsa-mir-1185-1,-1.2076856180749709,-1.5207340811996959,0.313048463124725,5.459755040955668e-5,6.103649099297446e-4
2,hsa-mir-3199-2,1.3087883473675777,0.995836611366451,0.3129517360011267,0.025972437278986456,0.09955037384574662
2,hsa-mir-6886,-0.8960423051823121,-1.2044223401495933,0.30838003496728117,0.001277293378432162,0.008515289189547748
2,hsa-mir-1292,3.3088130135014766,3.0028179741283174,0.3059950393731592,7.339891157991305e-4,0.005350574862834783
2,hsa-mir-1231,-1.3261521332485717,-1.6317481550968114,0.30559602184823964,5.940837874428042e-4,0.004434309609620931
2,hsa-mir-6796,-0.8010831573058749,-1.1047008930790323,0.3036177357731574,0.03624270333689332,0.13087642871655922
2,hsa-mir-3198-2,-0.8754578993623066,-1.1786105037425718,0.30315260438026526,6.829463169005354e-4,0.00504927134770064
2,hsa-mir-6821,-0.7709559234759586,-1.0739303634846296,0.3029744400086709,0.001322056954564554,0.008739020547121628
2,hsa-mir-495,0.5696113575479765,0.26685147597176717,0.30275988157620937,0.2681163435587097,0.5241372129719137
2,hsa-mir-133b,-0.5702777723980755,-0.871522885290695,0.30124511289261946,0.03828009446517549,0.13728033877166382
2,hsa-mir-196a-2,0.6062048624866763,0.3053164620448123,0.300888400441864,0.22754642379427736,0.48034157120307536
2,hsa-let-7c,13.928542624313794,13.628542730719921,0.29999989359387236,0.046130781051847654,0.15655336936877642
2,hsa-mir-139,6.9464031602090435,6.647135438457859,0.29926772175118455,0.003302902288729247,0.018795978823682676
2,hsa-mir-4751,-0.9194602410578461,-1.2182139408071873,0.2987536997493412,0.004673590389362156,0.024968496600701932
2,hsa-mir-6881,-1.1548686100735062,-1.4522557428096072,0.29738713273610107,7.383771605502833e-4,0.005357527304457869
2,hsa-mir-3197,-0.473355298953279,-0.7702757649554085,0.2969204660021295,0.2225894044643476,0.4748580671133923
2,hsa-mir-6884,-0.5297267528887515,-0.8255627003646695,0.295835947475918,0.06011480914700532,0.19107721127406038
2,hsa-mir-4750,-1.063963876973784,-1.3595433128144536,0.2955794358406696,1.223211064830901e-4,0.0011779069513186454
2,hsa-mir-3176,-0.8820306006363474,-1.1767806497350832,0.2947500490987358,0.010169379749307308,0.04679539902564943
2,hsa-let-7e,12.092125936721837,11.80074307372565,0.291382862996187,0.004924691293937578,0.02594291547115245
2,hsa-mir-4786,1.0426541629222386,0.75229238788806585,0.2903617750341727,0.10147170221200229,0.2772256662884826
2,hsa-mir-379,6.519274879242522,6.2296350097938795,0.2896398694486422,0.17113017125763272,0.40633647969848863
2,hsa-mir-148b,8.016197891981054,7.727387281925067,0.28881061005598774,0.0013296374367456334,0.008752043887439612
2,hsa-mir-411,0.4780989243811172,0.1900295585802816,0.2880693658008356,0.14501648617235283,0.3642926222687124
2,hsa-mir-7-3,-1.0959856319464254,-1.3834361584554904,0.287450526509065,0.01368967578566191,0.05932192840453494
2,hsa-mir-1909,-1.1411346223628405,-1.4282606937073203,0.28712607134447987,0.0014731061730893836,0.009496056322394373
2,hsa-mir-6763,-0.4122517764344968,-0.6988929316737894,0.2866411552392926,0.0572861136805426,0.18540733888308394
2,hsa-mir-129-1,3.997355151962862,3.7120367079105447,0.2853184440523173,0.22696629334605245,0.479766148536371
2,hsa-mir-2110,4.939591414754481,4.655978499844211,0.28361291491026996,0.010129918111538233,0.04675346820709953
2,hsa-mir-3909,0.8338470989346325,0.555036049980677,0.2788110489539555,0.1476948996874368,0.3680575774958489
2,hsa-mir-4713,0.09395372216831852,-0.18340721969663362,0.27736094186495214,0.1117158854059813,0.2999600365461804
2,hsa-mir-202,2.8722319832760084,2.5989305411564008,0.2733014421196076,0.3501838563616227,0.5688690462017898
2,hsa-mir-522,1.1981069960977746,0.9248200370160827,0.27328695908169187,0.35171467658859734,0.5688690462017898
2,hsa-mir-8072,0.4963743967614314,0.22314407942437148,0.27323031733705994,0.03232869327455764,0.11866532119602333
2,hsa-mir-1293,-0.8779931752247189,-1.150122345748935,0.27212917052421604,0.1179021527841953,0.30964059423318174
2,hsa-mir-935,5.773954828437248,5.502995192171246,0.27095963626600206,0.18903004799109016,0.43365716892073625
2,hsa-mir-5003,-0.6436407279965819,-0.9143433762182365,0.2707026482216546,0.040837388948286917,0.14316028485242155
2,hsa-mir-211,0.2745024972696633,0.005639305143672824,0.26886319212599047,0.5238687668209071,0.6931596914678669
2,hsa-mir-4787,2.6340807011724574,2.3656843604293876,0.26839634074306984,0.11072589688392076,0.2978144812739938
2,hsa-mir-4690,-0.5677489617658628,-0.8360803187050897,0.26833135693922694,0.02922630839431878,0.10933582996435802
2,hsa-mir-6510,0.7998304377724631,0.5318693822672383,0.26796105550522475,0.19197187262854612,0.4371914179569809
2,hsa-mir-99b,18.119676457876114,17.852000926018714,0.26767553185739956,0.0013490834249231013,0.008794391012531155
2,hsa-mir-1343,3.237795135974728,2.9705339643254356,0.26726117164929253,0.06593939258296054,0.20450388156942037
2,hsa-mir-196b,3.805241528757024,3.5384336394817324,0.26680788927529164,0.41998197288436917,0.6038450485710746
2,hsa-mir-6851,-0.24215589296619816,-0.5088584903423451,0.26670259737614693,0.01705055767584671,0.06963054967099704
2,hsa-mir-5004,-1.2297700672796006,-1.4960991168921085,0.2663290496125079,7.849877651339286e-5,8.330482405502915e-4
2,hsa-mir-4435-1,-1.1856585788616423,-1.4503719628702292,0.2647133840085869,0.014361437204442653,0.061718573110001486
2,hsa-mir-4700,-0.6233972058477796,-0.8855822250561547,0.2621850192083751,0.05062988199048029,0.16733605064650264
2,hsa-mir-6822,-0.9903409957055574,-1.2519819122917508,0.2616409165861934,0.01994084875690848,0.08058995870667676
2,hsa-mir-185,5.054518107092672,4.794055129906534,0.26046297718613864,0.013065118316618825,0.057412914292747516
2,hsa-mir-301a,-0.18910625836052775,-0.44825160013725446,0.2591453417767267,0.014938856341725922,0.06356917082888176
2,hsa-mir-500a,9.358018155484196,9.09931854860085,0.25869960688334537,0.07245684144861606,0.22033659387883245
2,hsa-mir-6833,0.9237497183760324,0.6659037236746225,0.2578459947014099,0.09306419681643056,0.2606465835433244
2,hsa-mir-4433a,-0.8075246437644356,-1.0650094291551628,0.2574847853907273,0.2966187125019472,0.5515198945209031
2,hsa-mir-4669,-1.27960946823421,-1.5358902340349814,0.2562807658007713,0.01693991981974537,0.06936030162415427
2,hsa-mir-4709,-0.2830051526993874,-0.5377110527479958,0.2547059000486084,0.08634752399757452,0.2476142232283387
2,hsa-mir-4706,-1.132695873455267,-1.3873023599236407,0.2546064864683737,0.0019195590136405882,0.01197804824511727
2,hsa-mir-4660,0.47576341057311644,0.22260644009065814,0.25315697048245833,0.0825407761552734,0.24062766509929795
2,hsa-mir-6778,-1.1630465675964312,-1.4137859117441998,0.25073934414776855,0.0020121032079485745,0.012394423621755017
2,hsa-mir-6758,-1.0743650236298137,-1.3197885730266443,0.24542354939683064,0.008333001708552253,0.040121860078214555
2,hsa-mir-4776-1,-0.9567391112341794,-1.2011259565791794,0.244386845345,0.03244937926400401,0.11882871279776115
2,hsa-mir-103a-2,13.096351009124756,12.852645300186396,0.24370570893836074,0.07352550622699722,0.22183317776304742
2,hsa-mir-4521,0.9553002732862391,0.712912592086297,0.24238768119994214,0.15447000893840507,0.38008393366547616
2,hsa-mir-103a-1,13.092144353677709,12.849926089795964,0.24221826388174428,0.07406465292324384,0.22219395876973153
2,hsa-mir-6766,-0.681727981514001,-0.9235028522901654,0.24177487077616433,0.008860456769043188,0.04201310808421694
2,hsa-mir-6740,-0.9490824508399462,-1.1894875802998943,0.24040512945994807,0.043785617607912046,0.151118503248546
2,hsa-mir-133a-2,1.391584879728053,1.1522973897121325,0.23928749001592053,0.40304658481535205,0.5893393416832662
2,hsa-mir-4667,-0.7839175552828154,-1.0222182718952526,0.23830071661243724,0.07763732683612333,0.22981827298738594
2,hsa-mir-4800,-0.014867588496881998,-0.2530871875625477,0.23821959906566573,0.09587807984359185,0.2657063286553247
2,hsa-mir-4674,-0.11532330219549908,-0.35288362113169225,0.23756031893619317,0.07754855338910065,0.22981827298738594
2,hsa-mir-181a-2,12.025417392592923,11.788238384178692,0.23717900841423045,0.028549872050503994,0.10806890907963124
2,hsa-mir-4446,-0.9349318472689208,-1.1720431194185708,0.23711127214965,0.05406314548852883,0.17681028713229555
2,hsa-mir-106b,10.441043700607345,10.203987281225391,0.237056419381954,0.00604928758259752,0.03094061845525289
2,hsa-mir-7157,-1.361031434966181,-1.597891173320336,0.23685973835415508,0.09744121121217954,0.2680922213245151
2,hsa-mir-7106,-1.2045430629837726,-1.4400677162336504,0.2355246532498778,0.012435811190332553,0.054957125940279836
2,hsa-mir-3074,4.852276783688761,4.619065325780292,0.2332114579084692,0.16041937722808178,0.3890981081033734
2,hsa-mir-187,6.1278124396086655,5.896514611509953,0.2312978280987128,0.3332170656765231,0.5688690462017898
2,hsa-mir-6804,-0.6415182762057267,-0.8726494705449583,0.23113119433923168,0.021676404271275904,0.08618579365773858
2,hsa-mir-1250,-0.9317801017565424,-1.1619805503880491,0.2302004486315068,0.03340650817909553,0.12176203915745101
2,hsa-mir-3181,-1.2745324704173846,-1.5045576448487783,0.2300251744313937,0.011851233749459613,0.052522513207832376
2,hsa-mir-3939,-0.7594515501398694,-0.9891547406258978,0.22970319048602839,0.02904524166654039,0.10891965624952646
2,hsa-mir-6826,-0.5202527816872755,-0.748305866410028,0.22805308472275254,0.051318143297050735,0.16925222736448023
2,hsa-mir-7152,-0.40145844008981413,-0.6268379312975931,0.225379491207779,0.09992566720823658,0.2739614074601917
2,hsa-mir-6715a,-0.01801307964571398,-0.24324763817352074,0.22523455852780677,0.12910682483389213,0.33290354833201935
2,hsa-mir-4689,-1.038255265315325,-1.2630451028428145,0.2247898375274895,0.021202760557500647,0.08493109197292412
2,hsa-mir-1193,-1.2263666064132004,-1.4510114972900634,0.224644890876863,0.09028696206232081,0.25486986940193607
2,hsa-mir-331,6.114117311948898,5.890876672305579,0.2232406396433193,0.014986351410288885,0.06356917082888176
2,hsa-mir-1296,5.900929023815375,5.677897970185641,0.2230310536297342,0.11451213013903001,0.30432525215823986
2,hsa-mir-6791,-1.100725347800862,-1.323411825784166,0.222686477983304,0.0070945120701463625,0.03547256035073181
2,hsa-mir-584,5.0743921658619104,4.851821448729988,0.222570717131922,0.0654493355458858,0.20338837340952562
2,hsa-mir-181b-2,7.966056028657503,7.743930896939298,0.22212513171820536,0.0425153042967809,0.14771464299104278
2,hsa-mir-676,0.835953136510655,0.6141025464601363,0.22185059005051866,0.18699000651059744,0.43105654337783367
2,hsa-mir-4732,0.656643749340958,0.43506550270325767,0.22157824663770037,0.22611535638233904,0.47926624450604466
2,hsa-mir-3928,3.440135040594499,3.2188419891474638,0.22129305144703526,0.07365999107772984,0.22183317776304742
2,hsa-mir-4776-2,-0.9328993302367484,-1.1541707243444121,0.22127139410766372,0.1691498859101913,0.40409467384364234
2,hsa-mir-6819,-1.2105595120207673,-1.4284644044087296,0.2179048923879623,0.0026992330707329907,0.01579895513386571
2,hsa-mir-6831,-1.3803155276248038,-1.5973924991315582,0.21707697150675442,0.0019183202962607924,0.01197804824511727
2,hsa-mir-212,2.154573872109076,1.937940631811971,0.21663324029710518,0.08909320819523761,0.2527007359719467
2,hsa-mir-4783,-1.3828828274028777,-1.599426593544536,0.21654376614165827,0.04317229617418869,0.1496541270449278
2,hsa-mir-7108,-1.2767568181804256,-1.4920751178471483,0.21531829966672267,0.00757062771674409,0.03737398493076196
2,hsa-mir-1289-1,-1.2878597637933313,-1.5029330414247946,0.21507327763146322,8.468927971678419e-4,0.006005239834462879
2,hsa-mir-641,-1.0619728149805336,-1.277012873661707,0.21504005868117337,0.09167306391686418,0.25767563911767233
2,hsa-mir-1270,4.197981315013662,3.983549644880368,0.214431670133294,0.4156645756338819,0.5998489713125401
2,hsa-mir-6806,1.4876493548960124,1.2738483786714085,0.2138009762246038,0.24953206557240398,0.5095379624312112
2,hsa-mir-4254,-1.166943079588084,-1.3801028371768105,0.21315975758872652,0.040162281021196525,0.14212114228052036
2,hsa-mir-1295a,1.7371129654147628,1.524031566698795,0.21308139871596787,0.36190020166575954,0.5688690462017898
2,hsa-mir-5589,-1.480610617722639,-1.6935224449034665,0.21291182718082746,0.1852699730269546,0.42945194342057835
2,hsa-mir-5581,-0.08808857511309061,-0.30081734914270875,0.21272877402961815,0.15895768121095777,0.38685488719047445
2,hsa-mir-4489,-1.1066576679504447,-1.3185247959964694,0.2118671280460247,0.005300335685167395,0.027737247219633703
2,hsa-mir-6873,-0.9903572667432424,-1.2017254359960268,0.21136816925278434,0.03037567439286933,0.11282393345922893
2,hsa-mir-4784,0.6659761923974772,0.4554083190279706,0.2105678733695066,0.08850008308241043,0.2514756459172318
2,hsa-mir-181b-1,7.940200150553657,7.731118903671908,0.20908124688174823,0.05049195739425895,0.16723450856697233
2,hsa-mir-6729,-0.7041371085081615,-0.9124367219412992,0.20829961343313774,0.06753890195252295,0.20822270167180987
2,hsa-mir-6727,-0.42057693228910165,-0.6288096491522795,0.2082327168631779,0.043952419666989685,0.15135932600552737
2,hsa-mir-6132,-0.5924818949596722,-0.8004134886018257,0.20793159364215352,0.05466209102058864,0.1783951087701219
2,hsa-mir-6505,-1.265509789096172,-1.4731350998287562,0.20762531073258428,0.009715297077882875,0.045376836651189474
2,hsa-mir-6772,-0.7580634484657841,-0.9641164438308293,0.20605299536504518,0.018987649569717435,0.07713732637697708
2,hsa-mir-181a-1,11.02310975224132,10.817476883931464,0.2056328683098556,0.04893738891773905,0.16417704669176972
2,hsa-mir-6515,-1.0061391344026989,-1.2115863591072829,0.20544722470458399,0.04251298886948781,0.14771464299104278
2,hsa-mir-6720,0.3807442501650407,0.17549647141962352,0.2052477787454172,0.2459551372874638,0.5041918714434211
2,hsa-mir-484,8.1997462109564,7.9964013674126875,0.20334484354371263,0.13784927350478,0.3502359391978123
2,hsa-mir-1298,-1.0744406415922039,-1.2759874152500752,0.20154677365787133,0.06365358450821065,0.19939677074861167
2,hsa-mir-6718,0.4049905678926241,0.20621632291026937,0.19877424498235474,0.26782262809792035,0.5241372129719137
2,hsa-mir-3175,-1.2692414969558454,-1.467919123793847,0.1986776268380015,0.07320130453353955,0.22173599043169262
2,hsa-mir-6852,0.12997088662452427,-0.06858575172777744,0.1985566383523017,0.1553088945846361,0.38154626071186193
2,hsa-mir-5008,-0.4981892332348026,-0.6959848939529488,0.19779566071814625,0.0501278361512541,0.16638175403394978
2,hsa-mir-6840,-1.1060414752387209,-1.3028775532404553,0.19683607800173442,0.024580757895993774,0.09491579781621358
2,hsa-mir-1913,-1.0037447172634528,-1.1999658328208942,0.19622111555744137,0.1134650034670365,0.302573342578764
2,hsa-mir-3605,4.1793174681773495,3.9862345256648664,0.19308294251248315,0.09522812961800478,0.2648054941249331
2,hsa-mir-369,1.1532133694680335,0.9601385140118647,0.19307485545616887,0.36043319306436644,0.5688690462017898
2,hsa-mir-216b,-1.2840676262413546,-1.4770908051785492,0.19302317893719456,0.08737563952394185,0.2501027479951363
2,hsa-mir-130b,6.059057205767975,5.867726289117854,0.19133091665012092,0.2950975387263669,0.5513199525905778
2,hsa-mir-3126,-1.1080336200998555,-1.299178207057837,0.19114458695798153,0.12535134902141695,0.32429204721958615
2,hsa-mir-4707,0.6693178429615799,0.4792008060878184,0.19011703687376152,0.26975857566524153,0.5266195180684601
2,hsa-mir-3161,-0.761512318583613,-0.9513100843758884,0.18979776579227536,0.5295275600799676,0.6982781012043529
2,hsa-mir-371a,-1.1566488537749622,-1.3442966203697646,0.18764776659480242,0.6362989281036862,0.7692197499203051
2,hsa-mir-132,7.569079765220886,7.384369655036565,0.18471011018432115,0.11374687814499955,0.30280738891842884
2,hsa-mir-6717,-0.9775890855744302,-1.1609810695310963,0.183391983956666,0.11917490428682817,0.31141181019673697
2,hsa-mir-197,12.444259058331273,12.261237578409675,0.18302147992159767,0.17829309361623594,0.4176234625245166
2,hsa-mir-6824,-1.0424314826872627,-1.223581378061614,0.18114989537435133,0.04484843526558724,0.15376606376772767
2,hsa-mir-5196,-1.1763533326303037,-1.3574509370092156,0.18109760437891187,0.2660646409576159,0.5227466497404041
2,hsa-mir-196a-1,0.498151181443698,0.31731202513936974,0.18083915630432829,0.5872910934121843,0.7434588773577651
2,hsa-mir-2277,1.9932107494955047,1.8136837575728768,0.1795269919226279,0.08284221034521529,0.24065893508107233
2,hsa-mir-376a-1,-1.2241294931704327,-1.4013075391147969,0.17717804594436415,0.06790311686929185,0.20893266729012877
2,hsa-mir-1287,5.6532612511662705,5.477593172751612,0.1756680784146587,0.1624194737468218,0.39161418708661827
2,hsa-mir-933,-1.23460515866815,-1.4095426882077178,0.17493752953956787,0.04616317301899817,0.15655336936877642
2,hsa-mir-214,4.999464004755105,4.825468164574856,0.1739958401802495,0.493132698704789,0.6695274238289562
2,hsa-mir-873,-0.5844122431678125,-0.7561431510784172,0.17173090791060475,0.39896687027584926,0.5870759460879654
2,hsa-mir-6810,2.077224080008686,1.905508516520143,0.171715563488543,0.29702649021992333,0.5516206246941433
2,hsa-mir-6756,-1.1020511191439155,-1.2731442391049264,0.17109311996101084,0.13754058859088392,0.3502359391978123
2,hsa-mir-3617,-1.3071876872572976,-1.4761873318684864,0.16899964461118877,0.027706769363366808,0.1054208785532981
2,hsa-mir-3614,3.204830340804755,3.035843786113923,0.1689865546908318,0.42336111455588094,0.6070251274882117
2,hsa-mir-6894,0.7487525353353826,0.5815781685838846,0.167174366751498,0.16400143388508773,0.3942099181213203
2,hsa-mir-6817,-1.3322887512095887,-1.4982171324149367,0.16592838120534803,0.1611428040515935,0.3897407353805982
2,hsa-mir-1247,5.475890826544185,5.31043357460357,0.165457251940615,0.5697649560500099,0.7297482195714412
2,hsa-mir-6802,1.982782519248229,1.8182765315578777,0.16450598769035119,0.3052274869540408,0.5572693268546359
2,hsa-mir-4421,-1.051979383842599,-1.2164220591279116,0.16444267528531253,0.25301265359972686,0.5132636405924238
2,hsa-mir-6836,-1.0358384989644946,-1.1994776035333563,0.16363910456886166,0.11233101869880287,0.30109345218235817
2,hsa-mir-4755,-0.19698077100440378,-0.3599023000510518,0.162921529046648,0.33805202114416744,0.5688690462017898
2,hsa-mir-4461,-0.38864827384138156,-0.551475827872737,0.1628275540313554,0.299442105296173,0.5530787547838569
2,hsa-mir-6865,-1.255547478630532,-1.4168622187164355,0.1613147400859034,0.02123277299323103,0.08493109197292412
2,hsa-mir-380,-1.2544685143125784,-1.4151240354084567,0.16065552109587822,0.2722958945919412,0.5283353178649606
2,hsa-mir-4651,-0.7642311031095408,-0.9240094154725733,0.15977831236303253,0.1876201236881725,0.43105654337783367
2,hsa-mir-6757,-1.1541812053552372,-1.312493457329954,0.15831225197471688,0.08063347028434326,0.23578125874097927
2,hsa-mir-93,12.577442978718874,12.419540767987554,0.15790221073132038,0.19471770270646502,0.4395942347642336
2,hsa-mir-589,7.455439444925392,7.29932669036601,0.15611275455938145,0.13784927350478,0.3502359391978123
2,hsa-mir-6813,-0.5842618469935795,-0.7389352660186261,0.1546734190250466,0.27804761920561843,0.5342395846171427
2,hsa-mir-18b,0.25487918211506577,0.10154537814732784,0.15333380396773794,0.33580759144681555,0.5688690462017898
2,hsa-mir-136,1.0345439200064501,0.8835069957039865,0.15103692430246363,0.5633179596282538,0.7243408599744805
2,hsa-mir-6856,-1.3330139849054004,-1.4832174797378865,0.15020349483248618,0.039787778880501695,0.14178656349732696
2,hsa-mir-3151,-1.2772641539242988,-1.4254427577148465,0.1481786037905477,0.049399173508810706,0.16493096941186441
2,hsa-mir-383,-0.4773662672173072,-0.6246476821789254,0.14728141496161823,0.5931477264774117,0.7434588773577651
2,hsa-mir-5587,-1.4823861469643707,-1.6290179450660958,0.1466317981017251,0.015982437652781994,0.06702312564069868
2,hsa-mir-1538,0.7089120482359265,0.5625045631888416,0.1464074850470849,0.4438672096410333,0.6243758765013634
2,hsa-mir-6823,-1.3107761058220369,-1.4551528871372144,0.1443767813151775,0.06714791425278996,0.20773360165450577
2,hsa-mir-425,8.495518536365072,8.351488575561099,0.144029960803973,0.1509346815280734,0.37493328532451353
2,hsa-mir-519a-2,0.9799771887602973,0.8369343048125263,0.14304288394777098,0.5986840767033808,0.7474596470294941
2,hsa-mir-3183,-1.2419388898372514,-1.3847154907871204,0.142776600949869,0.134121074278991,0.3429981571725016
2,hsa-mir-6509,2.882289245903657,2.7406794310574765,0.14160981484618063,0.40192402829820084,0.588733787929759
2,hsa-mir-140,9.865110421985648,9.723704551434851,0.14140587055079656,0.4127994604646972,0.5968184970573935
2,hsa-mir-4657,-0.7144822380206511,-0.8551208363209126,0.14063859830026149,0.3992869094867509,0.5870759460879654
2,hsa-mir-6854,-0.7854645508955966,-0.9233595633615217,0.13789501246592506,0.08808282405656626,0.2514756459172318
2,hsa-mir-128-1,7.342169953990182,7.2053068996213465,0.1368630543688356,0.09341948079066116,0.2611727419953968
2,hsa-mir-218-2,1.615538935960301,1.4790719574308204,0.13646697852948053,0.21249514317344356,0.4610464858839665
