file_name	case_id	file_id
f8456da0-a9f1-42d8-ab76-3d3a5e6b2287.mirnaseq.mirnas.quantification.txt	4a10c499-7f11-49dc-b865-b6cbaf5b1df7	2c3e23cf-5503-4841-a893-1d789498aad2
4f065202-1678-436b-9236-6bd407b3b12d.mirnaseq.mirnas.quantification.txt	a7364c7c-cc66-468d-8a6e-11cc58adf3d6	66a94a90-637c-41d2-b160-950b62f9d464
e9248621-af9b-46b2-882f-284e20ed69c2.mirnaseq.isoforms.quantification.txt	a7364c7c-cc66-468d-8a6e-11cc58adf3d6	b6d6bba7-95ab-4ffc-9fe6-32c17ad2d274
fa6cd1b7-37d1-4e42-9207-f25a082e320d.mirnaseq.mirnas.quantification.txt	a7364c7c-cc66-468d-8a6e-11cc58adf3d6	8b1df08e-9fca-4546-9e81-95998768012b
fa6cd1b7-37d1-4e42-9207-f25a082e320d.mirnaseq.isoforms.quantification.txt	a7364c7c-cc66-468d-8a6e-11cc58adf3d6	ca0e9f63-d3b0-4c20-a523-d7112d301ed0
e9248621-af9b-46b2-882f-284e20ed69c2.mirnaseq.mirnas.quantification.txt	a7364c7c-cc66-468d-8a6e-11cc58adf3d6	1fd333e5-0241-4f37-b0cf-4adf1c753dec
110de312-1030-4a49-bfe3-30908efc35d0.mirnaseq.mirnas.quantification.txt	d2d0522a-bad8-4282-b67d-bed52e7efab4	823d4fd7-e651-4f1a-b9e9-c6b422c8c2d8
c1574073-aa1e-4a6f-89d5-567031a63940.mirnaseq.isoforms.quantification.txt	d341953c-f4a1-4c6b-ac1a-50f1b956c696	eb0028ab-45b5-48f6-a21d-28d27a72340a
cfbddfd6-113d-45fe-a0e0-e8745fcfadd4.mirbase21.mirnas.quantification.txt	929505f7-0270-475e-a9d6-00bf38dc78ba	3b687aa2-96b5-4caa-ba89-db716eb4acfe
cfbddfd6-113d-45fe-a0e0-e8745fcfadd4.mirbase21.isoforms.quantification.txt	929505f7-0270-475e-a9d6-00bf38dc78ba	933b8f77-9bb1-465a-b55c-9ea99871cd63
84d4b868-2ddb-4081-b0fe-ebe35464a898.mirbase21.isoforms.quantification.txt	929505f7-0270-475e-a9d6-00bf38dc78ba	4a3ad76e-8a37-4b0f-8bf3-640dcf1aefe4
84d4b868-2ddb-4081-b0fe-ebe35464a898.mirbase21.mirnas.quantification.txt	929505f7-0270-475e-a9d6-00bf38dc78ba	23a0e495-05c7-4d89-8f72-0ae4f3633007
26e7326d-6c1e-4af5-ab54-78be4526d569.mirbase21.isoforms.quantification.txt	f9c835db-2ab6-4bf5-826f-48723493c0ec	ca357223-fcbf-4cbb-b254-9bc3f7707a91
4015424e-d713-461f-b5c7-ad244b910901.mirbase21.mirnas.quantification.txt	f9c835db-2ab6-4bf5-826f-48723493c0ec	957646b5-62bf-4563-a741-efcd07ad3e6f
